JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEPT,OCT,NOV,DEC
11.26233333,10.1072,2.663870968,2.152903226,0.683225806,0.227857143,0.050322581,0.101,0.305483871,0.413448276,2.280322581,0.424827586
4.361290323,0.760967742,6.133225806,1.707096774,0.250645161,0.089666667,0.053793103,0.008666667,0.051,0.633448276,3.228666667,3.093448276
